System,Device,SensingDevice,Sensor,name,value,timestamp,location
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,21.58,2021-01-04 23:00:00+01:00,room1
MA TestSystem,device_main,raspberry,,processor,4.510000000000001,2021-01-04 23:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,19.535,2021-01-04 23:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,21.49,2021-01-04 23:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,21.58,2021-01-04 23:00:05+01:00,room1
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,21.255000000000003,2021-01-05 00:00:00+01:00,room2
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,19.56,2021-01-05 00:00:00+01:00,room1
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,21.96,2021-01-05 00:00:00+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,5.165,2021-01-05 00:00:00+01:00,outside
MA TestSystem,device_main,raspberry,,processor,19.56,2021-01-05 00:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,21.96,2021-01-05 00:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,21.255000000000003,2021-01-05 00:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,5.165,2021-01-05 00:00:05+01:00,outside
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,21.56,2021-01-05 01:00:00+01:00,room1
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,21.12,2021-01-05 01:00:00+01:00,room2
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,5.38,2021-01-05 01:00:00+01:00,outside
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,19.69,2021-01-05 01:00:00+01:00,room1
MA TestSystem,device_main,raspberry,,processor,21.56,2021-01-05 01:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,21.12,2021-01-05 01:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,5.38,2021-01-05 01:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,19.69,2021-01-05 01:00:05+01:00,room1
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,20.82,2021-01-05 02:00:00+01:00,room2
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,21.44,2021-01-05 02:00:00+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,5.5600000000000005,2021-01-05 02:00:00+01:00,outside
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,19.69,2021-01-05 02:00:00+01:00,room1
MA TestSystem,device_main,raspberry,,processor,21.44,2021-01-05 02:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,5.5600000000000005,2021-01-05 02:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,20.82,2021-01-05 02:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,19.69,2021-01-05 02:00:05+01:00,room1
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,19.69,2021-01-05 03:00:00+01:00,room1
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,20.86,2021-01-05 03:00:00+01:00,room2
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,5.6,2021-01-05 03:00:00+01:00,outside
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,21.125,2021-01-05 03:00:00+01:00,room1
MA TestSystem,device_main,raspberry,,processor,5.6,2021-01-05 03:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,19.69,2021-01-05 03:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,20.86,2021-01-05 03:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,21.125,2021-01-05 03:00:05+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,5.675,2021-01-05 04:00:00+01:00,outside
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,19.69,2021-01-05 04:00:00+01:00,room1
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,20.8,2021-01-05 04:00:00+01:00,room2
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,21.125,2021-01-05 04:00:00+01:00,room1
MA TestSystem,device_main,raspberry,,processor,21.125,2021-01-05 04:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,20.8,2021-01-05 04:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,19.69,2021-01-05 04:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,5.675,2021-01-05 04:00:05+01:00,outside
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,19.69,2021-01-05 05:00:00+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,5.76,2021-01-05 05:00:00+01:00,outside
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,20.59,2021-01-05 05:00:00+01:00,room2
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,20.81,2021-01-05 05:00:00+01:00,room1
MA TestSystem,device_main,raspberry,,processor,20.81,2021-01-05 05:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,5.76,2021-01-05 05:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,19.69,2021-01-05 05:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,20.59,2021-01-05 05:00:05+01:00,room2
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,20.73333333333333,2021-01-05 06:00:00+01:00,room2
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,21.0,2021-01-05 06:00:00+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,5.866666666666667,2021-01-05 06:00:00+01:00,outside
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,19.69,2021-01-05 06:00:00+01:00,room1
MA TestSystem,device_main,raspberry,,processor,20.73333333333333,2021-01-05 06:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,21.0,2021-01-05 06:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,19.69,2021-01-05 06:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,5.866666666666667,2021-01-05 06:00:05+01:00,outside
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,5.83,2021-01-05 07:00:00+01:00,outside
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,21.13,2021-01-05 07:00:00+01:00,room1
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,19.69,2021-01-05 07:00:00+01:00,room1
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,20.86,2021-01-05 07:00:00+01:00,room2
MA TestSystem,device_main,raspberry,,processor,19.69,2021-01-05 07:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,20.86,2021-01-05 07:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,5.83,2021-01-05 07:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,21.13,2021-01-05 07:00:05+01:00,room1
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,21.454,2021-01-05 08:00:00+01:00,room2
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,21.21,2021-01-05 08:00:00+01:00,room1
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,19.905,2021-01-05 08:00:00+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,5.62,2021-01-05 08:00:00+01:00,outside
MA TestSystem,device_main,raspberry,,processor,5.62,2021-01-05 08:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,21.21,2021-01-05 08:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,21.454,2021-01-05 08:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,19.905,2021-01-05 08:00:05+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,5.26,2021-01-05 09:00:00+01:00,outside
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,21.065,2021-01-05 09:00:00+01:00,room1
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,21.75,2021-01-05 09:00:00+01:00,room2
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,19.905,2021-01-05 09:00:00+01:00,room1
MA TestSystem,device_main,raspberry,,processor,5.26,2021-01-05 09:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,21.75,2021-01-05 09:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,19.905,2021-01-05 09:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,21.065,2021-01-05 09:00:05+01:00,room1
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,21.065,2021-01-05 10:00:00+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,5.28,2021-01-05 10:00:00+01:00,outside
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,21.92,2021-01-05 10:00:00+01:00,room2
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,19.94,2021-01-05 10:00:00+01:00,room1
MA TestSystem,device_main,raspberry,,processor,21.92,2021-01-05 10:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,5.28,2021-01-05 10:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,21.065,2021-01-05 10:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,19.94,2021-01-05 10:00:05+01:00,room1
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,21.936666666666667,2021-01-05 11:00:00+01:00,room2
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,21.375,2021-01-05 11:00:00+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,5.68,2021-01-05 11:00:00+01:00,outside
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,20.625,2021-01-05 11:00:00+01:00,room1
MA TestSystem,device_main,raspberry,,processor,21.936666666666667,2021-01-05 11:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,5.68,2021-01-05 11:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,20.625,2021-01-05 11:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,21.375,2021-01-05 11:00:05+01:00,room1
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,20.2975,2021-01-05 12:00:00+01:00,room1
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,20.94,2021-01-05 12:00:00+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,5.84,2021-01-05 12:00:00+01:00,outside
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,21.96,2021-01-05 12:00:00+01:00,room2
MA TestSystem,device_main,raspberry,,processor,20.2975,2021-01-05 12:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,21.96,2021-01-05 12:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,20.94,2021-01-05 12:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,5.84,2021-01-05 12:00:05+01:00,outside
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,22.11,2021-01-05 13:00:00+01:00,room2
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,21.035,2021-01-05 13:00:00+01:00,room1
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,20.106666666666666,2021-01-05 13:00:00+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,5.98,2021-01-05 13:00:00+01:00,outside
MA TestSystem,device_main,raspberry,,processor,5.98,2021-01-05 13:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,20.106666666666666,2021-01-05 13:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,22.11,2021-01-05 13:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,21.035,2021-01-05 13:00:05+01:00,room1
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,22.16,2021-01-05 14:00:00+01:00,room2
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,6.4,2021-01-05 14:00:00+01:00,outside
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,20.13,2021-01-05 14:00:00+01:00,room1
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,21.626666666666665,2021-01-05 14:00:00+01:00,room1
MA TestSystem,device_main,raspberry,,processor,20.13,2021-01-05 14:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,6.4,2021-01-05 14:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,22.16,2021-01-05 14:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,21.626666666666665,2021-01-05 14:00:05+01:00,room1
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,20.25,2021-01-05 15:00:00+01:00,room1
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,22.115,2021-01-05 15:00:00+01:00,room2
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,6.23,2021-01-05 15:00:00+01:00,outside
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,21.565,2021-01-05 15:00:00+01:00,room1
MA TestSystem,device_main,raspberry,,processor,20.25,2021-01-05 15:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,22.115,2021-01-05 15:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,21.565,2021-01-05 15:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,6.23,2021-01-05 15:00:05+01:00,outside
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,6.25,2021-01-05 16:00:00+01:00,outside
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,21.76,2021-01-05 16:00:00+01:00,room2
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,21.315,2021-01-05 16:00:00+01:00,room1
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,20.00333333333333,2021-01-05 16:00:00+01:00,room1
MA TestSystem,device_main,raspberry,,processor,21.315,2021-01-05 16:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,21.76,2021-01-05 16:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,6.25,2021-01-05 16:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,20.00333333333333,2021-01-05 16:00:05+01:00,room1
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,21.166666666666668,2021-01-05 17:00:00+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,6.05,2021-01-05 17:00:00+01:00,outside
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,20.0,2021-01-05 17:00:00+01:00,room1
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,21.07,2021-01-05 17:00:00+01:00,room2
MA TestSystem,device_main,raspberry,,processor,21.166666666666668,2021-01-05 17:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,6.05,2021-01-05 17:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,21.07,2021-01-05 17:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,20.0,2021-01-05 17:00:05+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,6.125,2021-01-05 18:00:00+01:00,outside
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,21.646666666666665,2021-01-05 18:00:00+01:00,room1
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,20.815,2021-01-05 18:00:00+01:00,room2
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,20.19,2021-01-05 18:00:00+01:00,room1
MA TestSystem,device_main,raspberry,,processor,21.646666666666665,2021-01-05 18:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,20.19,2021-01-05 18:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,20.815,2021-01-05 18:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,6.125,2021-01-05 18:00:05+01:00,outside
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,21.535,2021-01-05 19:00:00+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,6.0,2021-01-05 19:00:00+01:00,outside
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,20.74,2021-01-05 19:00:00+01:00,room2
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,20.06,2021-01-05 19:00:00+01:00,room1
MA TestSystem,device_main,raspberry,,processor,20.06,2021-01-05 19:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,6.0,2021-01-05 19:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,20.74,2021-01-05 19:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,21.535,2021-01-05 19:00:05+01:00,room1
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,21.81,2021-01-05 20:00:00+01:00,room1
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,20.66,2021-01-05 20:00:00+01:00,room2
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,6.07,2021-01-05 20:00:00+01:00,outside
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,19.94,2021-01-05 20:00:00+01:00,room1
MA TestSystem,device_main,raspberry,,processor,19.94,2021-01-05 20:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,6.07,2021-01-05 20:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,21.81,2021-01-05 20:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,20.66,2021-01-05 20:00:05+01:00,room2
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,21.81,2021-01-05 21:00:00+01:00,room1
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,20.13,2021-01-05 21:00:00+01:00,room1
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,20.55,2021-01-05 21:00:00+01:00,room2
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,6.04,2021-01-05 21:00:00+01:00,outside
MA TestSystem,device_main,raspberry,,processor,21.81,2021-01-05 21:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,6.04,2021-01-05 21:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,20.13,2021-01-05 21:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,20.55,2021-01-05 21:00:05+01:00,room2
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,20.54,2021-01-05 22:00:00+01:00,room2
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,22.035,2021-01-05 22:00:00+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,6.105,2021-01-05 22:00:00+01:00,outside
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,20.13,2021-01-05 22:00:00+01:00,room1
MA TestSystem,device_main,raspberry,,processor,20.13,2021-01-05 22:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,6.105,2021-01-05 22:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,22.035,2021-01-05 22:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,20.54,2021-01-05 22:00:05+01:00,room2
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,20.46,2021-01-05 23:00:00+01:00,room2
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,21.50333333333333,2021-01-05 23:00:00+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,5.97,2021-01-05 23:00:00+01:00,outside
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,19.875,2021-01-05 23:00:00+01:00,room1
MA TestSystem,device_main,raspberry,,processor,21.50333333333333,2021-01-05 23:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,5.97,2021-01-05 23:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,19.875,2021-01-05 23:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,20.46,2021-01-05 23:00:05+01:00,room2
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,21.25,2021-01-06 00:00:00+01:00,room1
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,19.813333333333333,2021-01-06 00:00:00+01:00,room1
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,20.315,2021-01-06 00:00:00+01:00,room2
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,5.645,2021-01-06 00:00:00+01:00,outside
MA TestSystem,device_main,raspberry,,processor,21.25,2021-01-06 00:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,19.813333333333333,2021-01-06 00:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,5.645,2021-01-06 00:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,20.315,2021-01-06 00:00:05+01:00,room2
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,5.55,2021-01-06 01:00:00+01:00,outside
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,21.25,2021-01-06 01:00:00+01:00,room1
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,19.75,2021-01-06 01:00:00+01:00,room1
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,20.24,2021-01-06 01:00:00+01:00,room2
MA TestSystem,device_main,raspberry,,processor,21.25,2021-01-06 01:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,5.55,2021-01-06 01:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,20.24,2021-01-06 01:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,19.75,2021-01-06 01:00:05+01:00,room1
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,21.25,2021-01-06 02:00:00+01:00,room1
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,20.14,2021-01-06 02:00:00+01:00,room2
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,5.37,2021-01-06 02:00:00+01:00,outside
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,19.75,2021-01-06 02:00:00+01:00,room1
MA TestSystem,device_main,raspberry,,processor,21.25,2021-01-06 02:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,19.75,2021-01-06 02:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,20.14,2021-01-06 02:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,5.37,2021-01-06 02:00:05+01:00,outside
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,19.56,2021-01-06 03:00:00+01:00,room1
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,21.313333333333333,2021-01-06 03:00:00+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,5.215,2021-01-06 03:00:00+01:00,outside
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,20.130000000000003,2021-01-06 03:00:00+01:00,room2
MA TestSystem,device_main,raspberry,,processor,21.313333333333333,2021-01-06 03:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,20.130000000000003,2021-01-06 03:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,19.56,2021-01-06 03:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,5.215,2021-01-06 03:00:05+01:00,outside
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,21.375,2021-01-06 04:00:00+01:00,room1
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,19.56,2021-01-06 04:00:00+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,4.970000000000001,2021-01-06 04:00:00+01:00,outside
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,20.225,2021-01-06 04:00:00+01:00,room2
MA TestSystem,device_main,raspberry,,processor,21.375,2021-01-06 04:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,19.56,2021-01-06 04:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,4.970000000000001,2021-01-06 04:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,20.225,2021-01-06 04:00:05+01:00,room2
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,21.19,2021-01-06 05:00:00+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,4.925000000000001,2021-01-06 05:00:00+01:00,outside
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,19.44,2021-01-06 05:00:00+01:00,room1
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,20.05,2021-01-06 05:00:00+01:00,room2
MA TestSystem,device_main,raspberry,,processor,20.05,2021-01-06 05:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,19.44,2021-01-06 05:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,4.925000000000001,2021-01-06 05:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,21.19,2021-01-06 05:00:05+01:00,room1
MA TestSystem,device_out,aqara_multisensor_2,aqara_temp_2,t4,4.86,2021-01-06 06:00:00+01:00,outside
MA TestSystem,device_in_1,esp8266_1,ds18b20_1,t1,21.25,2021-01-06 06:00:00+01:00,room1
MA TestSystem,device_in_1,esp8266_2,ds18b20_2,t2,19.646666666666665,2021-01-06 06:00:00+01:00,room1
MA TestSystem,device_in_2,aqara_multisensor_1,aqara_temp_1,t3,20.08,2021-01-06 06:00:00+01:00,room2
MA TestSystem,device_main,raspberry,,processor,21.25,2021-01-06 06:00:05+01:00,room1
MA TestSystem,device_main,raspberry,,processor,4.86,2021-01-06 06:00:05+01:00,outside
MA TestSystem,device_main,raspberry,,processor,20.08,2021-01-06 06:00:05+01:00,room2
MA TestSystem,device_main,raspberry,,processor,19.646666666666665,2021-01-06 06:00:05+01:00,room1
